,Type,Year,Mo,Country,Latitude,Longitude,Total Deaths,Total Death Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Mag,Maximum Water Height (m)
238,EQ,1997.0,3.0,Japan,31.92,130.429,,,,,,,6.1,
239,EQ,1997.0,4.0,China,39.513,76.865,,,23.0,1.0,,3.0,5.9,
240,EQ,1997.0,4.0,China,39.537,76.998,,,,,,3.0,6.0,
241,EQ,1997.0,4.0,China,39.527,76.941,9.0,1.0,89.0,2.0,,4.0,6.2,
242,EQ,1997.0,4.0,Solomon Islands,-12.584,166.676,,,,,,1.0,7.7,
243,EQ,1997.0,4.0,TOBAGO,11.112,-60.892,,,2.0,1.0,25.0,4.0,6.7,
244,EQ,1997.0,4.0,Guam,13.986,144.901,,,4.0,1.0,,1.0,6.5,
245,EQ,1997.0,5.0,Iran,33.825,59.809,1728.0,4.0,2300.0,4.0,100.0,4.0,7.2,
246,EQ,1997.0,5.0,Afghanistan,36.411,70.945,1.0,1.0,11.0,1.0,,2.0,6.4,
247,EQ,1997.0,5.0,India,23.083,80.041,56.0,2.0,1000.0,4.0,143.0,4.0,5.8,
248,EQ,1997.0,6.0,Iran,33.938,59.475,,,,,,3.0,5.9,
249,EQ,1997.0,7.0,Venezuela,10.598,-63.486,81.0,2.0,522.0,3.0,81.0,4.0,7.0,
250,EQ,1997.0,7.0,South Africa,-26.857,26.619,15.0,1.0,46.0,1.0,,,5.0,
251,EQ,1997.0,8.0,Indonesia,4.358,96.494,,,,,,2.0,6.0,
252,EQ,1997.0,9.0,Italy,43.048,12.879,,,,,,1.0,5.7,
253,EQ,1997.0,9.0,Italy,43.084,12.812,14.0,1.0,100.0,2.0,4524.9,4.0,6.0,
254,EQ,1997.0,9.0,Indonesia,-3.776,119.727,20.0,1.0,300.0,3.0,1.1,2.0,5.9,
255,EQ,1997.0,9.0,Japan,31.959,141.878,,,,,,,6.2,
256,EQ,1997.0,10.0,Tonga,-22.101,-176.772,,,,,,,7.7,
257,EQ,1997.0,10.0,Chile,-30.933,-71.22,8.0,1.0,300.0,3.0,48.0,4.0,7.1,
258,EQ,1997.0,11.0,China,35.069,87.325,,,,,,,7.5,
259,EQ,1997.0,11.0,Greece,37.57,20.656,,,,,,,6.6,
260,EQ,1997.0,11.0,Bangladesh,22.212,92.702,23.0,1.0,200.0,3.0,,1.0,6.1,
261,EQ,1997.0,11.0,Indonesia,1.241,122.536,,,,,,,7.0,
262,EQ,1997.0,12.0,Russia,54.841,162.035,,,,,,,7.8,
263,EQ,1998.0,1.0,China,41.083,114.5,70.0,2.0,11500.0,4.0,285.5,4.0,5.7,
264,EQ,1998.0,1.0,Guatemala,14.374,-91.473,,,27.0,1.0,,1.0,6.6,
265,EQ,1998.0,2.0,Mexico,15.883,-96.298,,,,,,2.0,6.3,
266,EQ,1998.0,2.0,Afghanistan,37.075,70.089,2323.0,4.0,818.0,3.0,,4.0,5.9,
267,EQ,1998.0,2.0,Afghanistan,36.479,71.086,1.0,1.0,11.0,1.0,,2.0,6.4,
268,EQ,1998.0,3.0,Iran,30.154,57.605,5.0,1.0,50.0,1.0,,3.0,6.6,
269,EQ,1998.0,3.0,China,39.977,76.731,,,,,,1.0,5.6,
270,EQ,1998.0,3.0,BALLENY ISLANDS,-62.877,149.527,,,,,,,8.1,
271,EQ,1998.0,4.0,Italy,43.164,12.701,,,5.0,1.0,,1.0,5.2,
272,EQ,1998.0,4.0,Iran,32.457,59.976,12.0,1.0,10.0,1.0,,2.0,5.8,
273,EQ,1998.0,4.0,Austria,46.245,13.652,1.0,1.0,,,,2.0,5.7,
274,EQ,1998.0,5.0,Taiwan,22.306,125.308,,,,,,,7.5,
275,EQ,1998.0,5.0,Bolivia,-17.731,-65.431,105.0,3.0,150.0,3.0,,3.0,6.6,
276,EQ,1998.0,5.0,China,37.388,78.843,,,28.0,1.0,,3.0,5.6,
277,EQ,1998.0,5.0,Afghanistan,37.106,70.11,4700.0,4.0,,4.0,10.0,3.0,6.6,
278,EQ,1998.0,5.0,Japan,39.027,143.441,,,,,,,6.2,
279,EQ,1998.0,6.0,Turkey,36.878,35.307,145.0,3.0,1500.0,4.0,550.0,4.0,6.3,
280,EQ,1998.0,7.0,"AZORES:  FAIAL, PICO, TERCEIRA",38.65,-28.626,10.0,1.0,100.0,2.0,72.0,4.0,6.2,
281,EQ,1998.0,7.0,Armenia,38.717,48.507,,,,,,2.0,6.0,
282,EQ,1998.0,7.0,Taiwan,23.407,120.736,5.0,1.0,27.0,1.0,,1.0,5.7,
283,EQ,1998.0,7.0,Guinea,-2.943,142.582,1636.0,4.0,1000.0,3.0,,3.0,7.0,
284,EQ,1998.0,8.0,Ecuador,-0.593,-80.393,3.0,1.0,40.0,1.0,,2.0,7.2,
285,EQ,1998.0,8.0,China,39.66,77.343,3.0,1.0,7.0,1.0,,3.0,6.4,
286,EQ,1998.0,9.0,Indonesia,-8.194,112.413,1.0,1.0,,,,1.0,6.6,
287,EQ,1998.0,9.0,Serbia,44.209,20.08,1.0,1.0,17.0,1.0,,2.0,5.5,
288,EQ,1998.0,9.0,Albania,41.925,20.39,,,,,,2.0,5.3,
289,EQ,1998.0,10.0,Iran,33.199,47.225,,,,,,1.0,5.4,
290,EQ,1998.0,11.0,Iran,27.791,53.608,5.0,1.0,105.0,3.0,,,5.4,
291,EQ,1998.0,11.0,China,27.308,101.029,5.0,1.0,1543.0,4.0,70.0,4.0,5.6,
292,EQ,1998.0,11.0,Indonesia,-2.071,124.891,41.0,1.0,107.0,3.0,200.0,4.0,7.7,
293,EQ,1998.0,12.0,China,26.373,104.021,,,84.0,2.0,22.6,3.0,4.5,
294,EQ,1999.0,1.0,Armenia,4.461,-75.724,1185.0,4.0,4750.0,4.0,1857.366,4.0,6.2,
295,EQ,1999.0,2.0,Russia,42.962,46.954,,,,,0.9,1.0,3.2,
296,EQ,1999.0,2.0,Spain,38.193,-1.566,,,20.0,1.0,44.004,4.0,4.8,
297,EQ,1999.0,2.0,Afghanistan,34.259,69.364,70.0,2.0,500.0,3.0,,3.0,6.0,
298,EQ,1999.0,3.0,Iran,28.343,57.193,1.0,1.0,,,,2.0,6.6,
299,EQ,1999.0,3.0,China,41.131,114.658,,,3.0,1.0,,2.0,5.1,
300,EQ,1999.0,3.0,India,30.512,79.403,100.0,2.0,394.0,3.0,,4.0,6.6,
301,EQ,1999.0,4.0,Peru,-16.66,-72.662,1.0,1.0,50.0,1.0,,2.0,6.8,
302,EQ,1999.0,5.0,Iran,29.501,51.88,26.0,1.0,100.0,2.0,,2.0,6.2,
303,EQ,1999.0,6.0,Azerbaijan,40.802,47.448,1.0,1.0,18.0,1.0,5.0,2.0,5.4,
304,EQ,1999.0,6.0,Mexico,18.386,-97.436,20.0,1.0,200.0,3.0,226.8,4.0,7.0,
305,EQ,1999.0,6.0,Mexico,18.324,-101.539,,,,,,3.0,6.3,
306,EQ,1999.0,7.0,Guatemala,15.782,-88.33,2.0,1.0,40.0,1.0,,2.0,6.7,
307,EQ,1999.0,7.0,Bangladesh,21.544,91.895,6.0,1.0,200.0,3.0,,3.0,4.2,
308,EQ,1999.0,8.0,Turkey,40.76,29.97,17118.0,4.0,50000.0,4.0,20000.0,4.0,7.6,
309,EQ,1999.0,8.0,Turkey,40.711,29.949,1.0,1.0,166.0,3.0,,1.0,5.2,
310,EQ,1999.0,9.0,Greece,38.119,23.605,143.0,3.0,1600.0,4.0,4200.0,4.0,6.0,
311,EQ,1999.0,9.0,Turkey,40.709,30.045,7.0,1.0,422.0,3.0,,1.0,5.8,
312,EQ,1999.0,9.0,Taiwan,23.772,120.982,2297.0,4.0,8700.0,4.0,14000.0,4.0,7.7,
313,EQ,1999.0,9.0,Taiwan,23.738,121.158,,1.0,,,,1.0,6.5,
314,EQ,1999.0,9.0,Mexico,16.059,-96.931,35.0,1.0,215.0,3.0,164.8,4.0,7.5,
315,EQ,1999.0,10.0,United States,34.594,-116.271,,,4.0,1.0,,1.0,7.2,
316,EQ,1999.0,10.0,Taiwan,23.445,120.506,1.0,1.0,254.0,3.0,0.786,1.0,5.9,
317,EQ,1999.0,10.0,Peru,-13.64,-74.43,,,30.0,1.0,,3.0,4.4,
318,EQ,1999.0,11.0,China,39.899,113.983,,,4.0,1.0,44.0,4.0,5.3,
319,EQ,1999.0,11.0,Turkey,40.744,30.266,2.0,1.0,171.0,3.0,,,5.7,
320,EQ,1999.0,11.0,Turkey,40.758,31.161,894.0,3.0,4948.0,4.0,1000.0,4.0,7.2,
321,EQ,1999.0,11.0,China,24.589,102.872,1.0,1.0,5.0,1.0,,1.0,4.6,
322,EQ,1999.0,11.0,Iran,36.92,54.9,,,,,,1.0,5.3,
323,EQ,1999.0,11.0,Vanuatu,-16.423,168.214,10.0,1.0,100.0,2.0,,3.0,7.5,
324,EQ,1999.0,11.0,China,40.459,122.889,,,,,,1.0,5.0,
325,EQ,1999.0,12.0,Turkey,40.358,42.346,1.0,1.0,6.0,1.0,,2.0,5.7,
326,EQ,1999.0,12.0,Philippines,15.766,119.74,5.0,1.0,40.0,1.0,1.794,2.0,7.3,
327,EQ,1999.0,12.0,Indonesia,-6.845,105.555,5.0,1.0,220.0,3.0,3.9,2.0,6.5,
328,EQ,1999.0,12.0,Algeria,35.321,-1.281,24.0,1.0,175.0,3.0,60.929,4.0,5.6,
329,EQ,2000.0,1.0,Bangladesh,22.132,92.771,,,,,,1.0,4.6,
330,EQ,2000.0,1.0,China,40.498,122.994,,,30.0,1.0,,3.0,5.1,
331,EQ,2000.0,1.0,China,25.607,101.063,7.0,1.0,2528.0,4.0,73.5,4.0,5.9,
332,EQ,2000.0,2.0,Iran,35.288,58.218,1.0,1.0,15.0,1.0,,2.0,5.3,
333,EQ,2000.0,2.0,South Africa,-26.288,30.888,,,1.0,1.0,,1.0,4.5,
334,EQ,2000.0,3.0,Japan,22.338,143.73,,,,,,,7.6,
335,EQ,2000.0,4.0,Greece,34.22,25.69,,,,,,,5.5,
336,EQ,2000.0,5.0,Indonesia,-1.105,123.573,46.0,1.0,264.0,3.0,30.0,4.0,7.6,
337,EQ,2000.0,5.0,Turkey,38.164,38.777,,,1.0,1.0,,2.0,4.1,
338,EQ,2000.0,5.0,Taiwan,24.223,121.058,3.0,1.0,13.0,1.0,,1.0,5.4,
339,EQ,2000.0,6.0,Indonesia,-4.721,102.087,103.0,3.0,2174.0,4.0,6.0,3.0,7.9,
340,EQ,2000.0,6.0,Turkey,40.693,32.992,2.0,1.0,80.0,2.0,,3.0,6.0,
341,EQ,2000.0,6.0,China,26.856,97.238,,,,,,1.0,6.3,
342,EQ,2000.0,6.0,Indonesia,-4.612,101.905,1.0,1.0,,,,2.0,6.7,
343,EQ,2000.0,6.0,Taiwan,23.843,121.225,2.0,1.0,36.0,1.0,,1.0,6.4,
344,EQ,2000.0,6.0,Iceland,63.966,-20.487,,,1.0,1.0,20.0,3.0,6.5,
345,EQ,2000.0,6.0,Australia,-13.802,97.453,,,,,,,7.9,
346,EQ,2000.0,6.0,Iceland,63.98,-20.758,,,,,12.0,3.0,6.5,
347,EQ,2000.0,7.0,Japan,34.221,139.131,1.0,1.0,,3.0,,1.0,6.1,
348,EQ,2000.0,7.0,Nicaragua,11.884,-85.988,7.0,1.0,42.0,1.0,,3.0,5.4,
349,EQ,2000.0,7.0,Indonesia,-6.675,106.845,,,6.0,1.0,,2.0,5.4,
350,EQ,2000.0,7.0,Japan,34.319,139.26,,,10.0,1.0,,1.0,6.1,
351,EQ,2000.0,7.0,Philippines,20.253,122.043,,,6.0,1.0,,2.0,6.4,
352,EQ,2000.0,7.0,Japan,33.901,139.376,,,1.0,1.0,,1.0,6.5,
353,EQ,2000.0,8.0,Russia,48.786,142.246,,,8.0,1.0,0.92,1.0,6.8,
354,EQ,2000.0,8.0,China,25.826,102.194,1.0,1.0,406.0,3.0,43.0,4.0,4.2,
355,EQ,2000.0,9.0,United States,38.379,-122.413,,,41.0,1.0,50.0,4.0,5.0,
356,EQ,2000.0,10.0,Tanzania,-7.977,30.709,,,6.0,1.0,,1.0,6.5,
357,EQ,2000.0,10.0,Japan,35.456,133.134,,,130.0,3.0,150.0,4.0,6.7,
358,EQ,2000.0,10.0,Afghanistan,37.542,69.582,,,,,,2.0,5.1,
359,EQ,2000.0,11.0,Colombia,7.042,-77.829,,,2.0,1.0,,2.0,6.5,
360,EQ,2000.0,11.0,Guinea,-4.001,152.327,2.0,1.0,,,,2.0,8.0,
361,EQ,2000.0,11.0,Guinea,-5.233,153.102,,,,,,1.0,7.8,
362,EQ,2000.0,11.0,Guinea,-5.496,151.781,,,,,,,7.8,
363,EQ,2000.0,11.0,Azerbaijan,40.245,49.946,31.0,1.0,430.0,3.0,,1.0,6.8,
364,EQ,2000.0,12.0,Turkmenistan,39.566,54.799,11.0,1.0,,2.0,,1.0,7.0,
365,EQ,2000.0,12.0,Turkey,38.457,31.351,6.0,1.0,41.0,1.0,,1.0,6.0,
366,EQ,2001.0,1.0,Philippines,6.898,126.579,,,,,,,7.5,
367,EQ,2001.0,1.0,El Salvador,13.049,-88.66,844.0,3.0,4723.0,4.0,753.0,4.0,7.7,
368,EQ,2001.0,1.0,India,23.419,70.232,20005.0,4.0,166836.0,4.0,2623.0,4.0,7.7,
369,EQ,2001.0,2.0,El Salvador,13.671,-88.938,315.0,3.0,3399.0,4.0,348.5,4.0,6.6,
370,EQ,2001.0,2.0,Laos,21.396,102.715,,,4.0,1.0,,3.0,4.9,
371,EQ,2001.0,2.0,China,29.513,101.129,3.0,1.0,109.0,3.0,,3.0,5.6,
372,EQ,2001.0,2.0,United States,47.149,-122.727,1.0,1.0,400.0,3.0,2000.0,4.0,6.8,
373,EQ,2001.0,3.0,Japan,34.083,132.526,2.0,1.0,161.0,3.0,500.0,4.0,6.8,
374,EQ,2001.0,5.0,El Salvador,13.605,-88.795,1.0,1.0,,,,2.0,5.7,
375,EQ,2001.0,5.0,China,27.689,101.003,2.0,1.0,605.0,3.0,36.0,4.0,5.5,
376,EQ,2001.0,6.0,Afghanistan,35.169,69.389,4.0,1.0,20.0,1.0,,,5.0,
377,EQ,2001.0,6.0,Peru,-16.265,-73.641,103.0,3.0,2713.0,4.0,200.0,4.0,8.4,
378,EQ,2001.0,6.0,Turkey,37.238,36.206,,,130.0,3.0,,1.0,5.5,
379,EQ,2001.0,7.0,Peru,-16.086,-73.987,,,,,,2.0,6.6,
380,EQ,2001.0,7.0,Peru,-17.543,-72.077,1.0,1.0,30.0,1.0,,2.0,7.6,
381,EQ,2001.0,7.0,China,24.455,102.66,,,2.0,1.0,,1.0,4.3,
382,EQ,2001.0,7.0,Greece,39.059,24.244,,,,,,1.0,6.5,
383,EQ,2001.0,8.0,Peru,-14.258,-72.683,4.0,1.0,15.0,1.0,,2.0,5.8,
384,EQ,2001.0,9.0,United States,34.059,-118.387,,,,,,1.0,4.2,
385,EQ,2001.0,10.0,Canada,52.63,-132.2,,,,,,,6.1,
386,EQ,2001.0,10.0,Guam,12.686,144.98,,,1.0,1.0,,2.0,7.0,
387,EQ,2001.0,10.0,Indonesia,-4.102,123.907,,,,,,,7.5,
388,EQ,2001.0,10.0,China,26.316,100.648,1.0,1.0,220.0,3.0,,2.0,5.6,
389,EQ,2001.0,11.0,China,35.946,90.541,,,,,,1.0,7.8,
390,EQ,2001.0,12.0,Taiwan,23.954,122.734,,,,,,,6.8,
391,EQ,2001.0,12.0,Bangladesh,23.632,90.376,,,100.0,2.0,,1.0,4.5,
392,EQ,2002.0,1.0,Vanuatu,-17.6,167.856,,,,2.0,,1.0,7.2,
393,EQ,2002.0,1.0,Tajikistan,38.673,69.902,3.0,1.0,50.0,1.0,,2.0,5.3,
394,EQ,2002.0,1.0,Guinea,-3.212,142.427,1.0,1.0,,,,2.0,6.7,
395,EQ,2002.0,1.0,Chile,-19.384,-69.231,,,,,,1.0,5.6,
396,EQ,2002.0,1.0,Rwanda,-1.684,29.077,1001.0,2.0,400.0,3.0,,3.0,4.7,
397,EQ,2002.0,1.0,Mexico,18.194,-95.908,,,,,,1.0,5.9,
398,EQ,2002.0,2.0,Turkey,38.573,31.271,44.0,1.0,318.0,3.0,,2.0,6.5,
399,EQ,2002.0,2.0,Tajikistan,38.773,69.924,,,,2.0,,1.0,4.9,
400,EQ,2002.0,2.0,Iran,28.093,51.755,1.0,1.0,30.0,1.0,,2.0,5.4,
401,EQ,2002.0,2.0,Mexico,32.319,-115.322,,,,,,1.0,5.5,
402,EQ,2002.0,3.0,Afghanistan,36.502,70.482,166.0,3.0,,2.0,,3.0,7.4,
403,EQ,2002.0,3.0,Philippines,6.033,124.249,15.0,1.0,100.0,2.0,1.714,2.0,7.5,
404,EQ,2002.0,3.0,Afghanistan,36.062,69.315,1000.0,3.0,200.0,3.0,,4.0,6.1,
405,EQ,2002.0,3.0,Japan,23.346,124.09,,,,,,,6.4,
406,EQ,2002.0,3.0,Taiwan,24.279,122.179,5.0,1.0,200.0,3.0,,2.0,7.1,
407,EQ,2002.0,4.0,Chile,-29.67,-71.384,,,,,,1.0,6.4,
408,EQ,2002.0,4.0,Afghanistan,39.959,69.417,50.0,1.0,150.0,3.0,,,5.9,
409,EQ,2002.0,4.0,Chile,-27.535,-70.586,,,19.0,1.0,,2.0,6.6,
410,EQ,2002.0,4.0,United States,44.513,-73.699,,,,,,1.0,5.2,
411,EQ,2002.0,4.0,Kosovo,42.436,21.466,1.0,1.0,60.0,2.0,,1.0,5.7,
412,EQ,2002.0,4.0,Iran,34.642,47.4,2.0,1.0,56.0,2.0,,4.0,5.4,
413,EQ,2002.0,4.0,United States,41.765,44.96,5.0,1.0,52.0,2.0,,3.0,4.3,
414,EQ,2002.0,4.0,Guam,13.088,144.619,,,5.0,1.0,,1.0,7.1,
415,EQ,2002.0,5.0,Tanzania,-2.907,33.733,2.0,1.0,,,,2.0,5.5,
416,EQ,2002.0,5.0,Argentina,-28.937,-66.797,,,27.0,1.0,,2.0,6.0,
417,EQ,2002.0,6.0,Bangladesh,25.842,88.932,,,55.0,2.0,,1.0,4.5,
418,EQ,2002.0,6.0,Iran,35.626,49.047,261.0,3.0,1300.0,4.0,300.0,4.0,6.5,
419,EQ,2002.0,7.0,Germany,50.889,6.103,,,,,,1.0,4.8,
420,EQ,2002.0,7.0,Costa Rica,7.929,-82.793,,,11.0,1.0,,2.0,6.5,
421,EQ,2002.0,8.0,China,30.916,99.927,,,,,,1.0,5.3,
422,EQ,2002.0,8.0,Northern Mariana Islands,14.101,146.199,,,,,,1.0,6.5,
423,EQ,2002.0,8.0,Indonesia,-1.196,121.333,48.0,1.0,,,,2.0,6.2,
424,EQ,2002.0,8.0,Fiji,-21.696,-179.513,,,,,,,7.7,
425,EQ,2002.0,8.0,Fiji,-23.884,178.495,,,,,,,7.7,
426,EQ,2002.0,8.0,Egypt,30.2,31.41,,,,,,1.0,4.4,
427,EQ,2002.0,9.0,Iran,35.701,48.838,,,,,,1.0,5.2,
428,EQ,2002.0,9.0,Kyrgyzstan,39.77,72.007,,,,,,1.0,5.5,
429,EQ,2002.0,9.0,Italy,38.381,13.701,2.0,1.0,20.0,1.0,500.0,4.0,6.0,
430,EQ,2002.0,9.0,Guinea,-3.26,142.94,4.0,1.0,70.0,2.0,,3.0,7.6,
431,EQ,2002.0,9.0,India,13.036,93.068,2.0,1.0,,,,2.0,6.5,
432,EQ,2002.0,9.0,Guinea,-1.68,134.234,,,,,,1.0,6.4,
433,EQ,2002.0,9.0,United Kingdom,52.52,-2.15,,,1.0,1.0,,1.0,4.8,
434,EQ,2002.0,9.0,Mexico,16.87,-100.113,,,2.0,1.0,,1.0,5.3,
435,EQ,2002.0,9.0,Iran,31.995,49.329,,,5.0,1.0,,2.0,5.6,
436,EQ,2002.0,9.0,France,47.832,-3.207,,,,,,1.0,4.2,
437,EQ,2002.0,10.0,Guinea,-1.757,134.297,8.0,1.0,632.0,3.0,,3.0,7.6,
438,EQ,2002.0,10.0,United States,63.514,-147.912,,,,,,2.0,6.7,
439,EQ,2002.0,10.0,Rwanda,-1.884,29.004,2.0,1.0,,,,1.0,6.2,
440,EQ,2002.0,10.0,Italy,37.67,15.267,,,9.0,1.0,,1.0,4.3,
441,EQ,2002.0,10.0,Italy,41.789,14.872,29.0,1.0,135.0,3.0,796.0,4.0,5.7,
442,EQ,2002.0,11.0,Pakistan,35.517,74.654,11.0,1.0,40.0,1.0,,3.0,5.4,
443,EQ,2002.0,11.0,Indonesia,2.824,96.085,3.0,1.0,65.0,2.0,,3.0,7.3,
444,EQ,2002.0,11.0,United States,63.517,-147.444,,,1.0,1.0,56.0,4.0,7.9,
445,EQ,2002.0,11.0,Pakistan,35.414,74.515,19.0,1.0,40.0,1.0,,3.0,6.3,
446,EQ,2002.0,11.0,Vanuatu,-14.49,167.827,,,3.0,1.0,,2.0,5.9,
447,EQ,2002.0,12.0,Greece,37.747,21.087,,,17.0,1.0,,2.0,5.7,
448,EQ,2002.0,12.0,China,39.736,97.443,2.0,1.0,,,,3.0,5.5,
449,EQ,2002.0,12.0,Iran,34.594,47.454,,,15.0,1.0,,3.0,5.2,
450,EQ,2002.0,12.0,China,39.57,75.254,,,,,,1.0,5.7,
451,EQ,2002.0,12.0,Afghanistan,35.704,69.868,,,,,,1.0,5.5,
452,EQ,2003.0,1.0,Iran,29.59,51.474,,,,2.0,,3.0,5.2,
453,EQ,2003.0,1.0,Solomon Islands,-10.491,160.77,,,,,,,7.3,
454,EQ,2003.0,1.0,Mexico,18.77,-104.104,29.0,1.0,300.0,3.0,,3.0,7.5,
455,EQ,2003.0,1.0,Indonesia,-8.807,118.524,,,2.0,1.0,,2.0,5.5,
456,EQ,2003.0,1.0,Italy,43.883,11.96,,,,,,1.0,4.7,
457,EQ,2003.0,1.0,Turkey,39.5,39.878,1.0,1.0,,2.0,,1.0,6.1,
458,EQ,2003.0,2.0,China,43.897,85.923,,,,,,1.0,5.3,
459,EQ,2003.0,2.0,Philippines,12.171,123.921,,,,,,1.0,5.8,
460,EQ,2003.0,2.0,Philippines,12.168,124.079,,,,,,1.0,6.3,
461,EQ,2003.0,2.0,United States,34.31,-116.848,,,,,,1.0,5.2,
462,EQ,2003.0,2.0,Germany,48.342,6.57,,,,,,1.0,5.0,
463,EQ,2003.0,2.0,China,39.61,77.23,261.0,3.0,4000.0,4.0,,4.0,6.3,
464,EQ,2003.0,2.0,China,39.483,77.393,5.0,1.0,,,,1.0,5.4,
465,EQ,2003.0,3.0,Indonesia,-6.983,108.468,,,,,,2.0,4.6,
466,EQ,2003.0,3.0,Germany,48.21,9.0,,,,,,1.0,4.7,
467,EQ,2003.0,3.0,Indonesia,-8.294,120.743,4.0,1.0,20.0,1.0,,1.0,6.5,
468,EQ,2003.0,3.0,Bhutan,27.264,89.331,,,,,,1.0,5.5,
469,EQ,2003.0,4.0,Turkey,38.221,26.958,,,90.0,2.0,,2.0,5.7,
470,EQ,2003.0,4.0,China,37.529,96.476,,,,,,1.0,6.4,
471,EQ,2003.0,4.0,United States,34.494,-85.629,,,,,,1.0,4.6,
472,EQ,2003.0,5.0,Turkey,39.007,40.464,177.0,3.0,521.0,3.0,,3.0,6.4,
473,EQ,2003.0,5.0,China,39.43,77.219,1.0,1.0,3.0,1.0,,3.0,5.8,
474,EQ,2003.0,5.0,Algeria,36.964,3.634,2266.0,4.0,10261.0,4.0,5000.0,4.0,6.8,
475,EQ,2003.0,5.0,Japan,38.849,141.568,,,143.0,3.0,233.0,4.0,7.0,
